0.000000e+00	1.215660e+03	1.000000e+00
8.008008e-03	1.225395e+03	9.829196e-01
1.601602e-02	1.235130e+03	9.827557e-01
2.402402e-02	1.244865e+03	9.825915e-01
3.203203e-02	1.254600e+03	9.824270e-01
4.004004e-02	1.264335e+03	9.822622e-01
4.804805e-02	1.274070e+03	9.820972e-01
5.605606e-02	1.283805e+03	9.819319e-01
6.406406e-02	1.293540e+03	9.817663e-01
7.207207e-02	1.303275e+03	9.816004e-01
8.008008e-02	1.313010e+03	9.814342e-01
8.808809e-02	1.322745e+03	9.812677e-01
9.609610e-02	1.332480e+03	9.811010e-01
1.041041e-01	1.342215e+03	9.809340e-01
1.121121e-01	1.351950e+03	9.807668e-01
1.201201e-01	1.361685e+03	9.805992e-01
1.281281e-01	1.371420e+03	9.804314e-01
1.361361e-01	1.381155e+03	9.802633e-01
1.441441e-01	1.390890e+03	9.800949e-01
1.521522e-01	1.400625e+03	9.799263e-01
1.601602e-01	1.410360e+03	9.797574e-01
1.681682e-01	1.420095e+03	9.795882e-01
1.761762e-01	1.429830e+03	9.794188e-01
1.841842e-01	1.439565e+03	9.792491e-01
1.921922e-01	1.449300e+03	9.790791e-01
2.002002e-01	1.459035e+03	9.789089e-01
2.082082e-01	1.468770e+03	9.787384e-01
2.162162e-01	1.478505e+03	9.785676e-01
2.242242e-01	1.488240e+03	9.783966e-01
2.322322e-01	1.497975e+03	9.782253e-01
2.402402e-01	1.507710e+03	9.780538e-01
2.482482e-01	1.517445e+03	9.778820e-01
2.562563e-01	1.527180e+03	9.777099e-01
2.642643e-01	1.536915e+03	9.775376e-01
2.722723e-01	1.546651e+03	9.773651e-01
2.802803e-01	1.556386e+03	9.771922e-01
2.882883e-01	1.566121e+03	9.770191e-01
2.962963e-01	1.575856e+03	9.768458e-01
3.043043e-01	1.585591e+03	9.766722e-01
3.123123e-01	1.595326e+03	9.764984e-01
3.203203e-01	1.605061e+03	9.763243e-01
3.283283e-01	1.614796e+03	9.761499e-01
3.363363e-01	1.624531e+03	9.759753e-01
3.443443e-01	1.634266e+03	9.758004e-01
3.523524e-01	1.644001e+03	9.756253e-01
3.603604e-01	1.653736e+03	9.754500e-01
3.683684e-01	1.663471e+03	9.752744e-01
3.763764e-01	1.673206e+03	9.750985e-01
3.843844e-01	1.682941e+03	9.749224e-01
3.923924e-01	1.692676e+03	9.747461e-01
4.004004e-01	1.702411e+03	9.745695e-01
